"siteName","stateCode","siteVisitName","latitude_Degree","longitude_Degree","siteVisitStartDate","unique_species_count","precipitationAnnualMean_millimetre","solarRadiationMean_megajoulePerSquareMetre","maximumTemperature_degreeCelsius","minimumTemperature_degreeCelsius","temperatureAnnualMean_degreeCelsius","climaticCondition","average_soil_pH_unitless","average_soil_EC_dSPerMetre","soil_texture_Grade"
"QDACYP0021","QLD",20180710,-10.93745,142.4597,2018-07-10 16:10:27,70,1739.56,19.1628,35.2176,16.6866,26.6898,"DRY",6.265,0.0176666666666667,"Loamy sand"
"QDACYP0022","QLD",20180711,-10.78816,142.4383,2018-07-11 14:22:17,55,1773.53,19.1434,34.4985,17.5954,26.7313,"DRY",5.16,0.0105,"Sand"
"QDACYP0023","QLD",20180712,-12.33224,142.2311,2018-07-12 16:17:48,55,1586.59,19.4747,37.2859,14.8637,27.0526,"DRY",5.91833333333333,0.0165,"Loam"
"QDACYP0024","QLD",20180713,-12.36808,142.2043,2018-07-13 14:25:25,51,1597.1,19.5089,37.429,14.9199,27.1539,"DRY",6.13833333333333,0.0233333333333333,"Loam"
"QDADEU0001","QLD",20210430,-20.54622,146.129,2021-04-30 11:24:07,52,593.196,21.7992,38.8342,6.75364,24.0696,"WET",7.25,0.0196,"Light clay"
"QDADEU0002","QLD",20210501,-20.54572,146.1272,2021-05-01 08:57:50,52,593.196,21.7992,38.8342,6.75364,24.0696,"WET",6.98333333333333,0.0433333333333333,"Sandy clay loam"
"QDADEU0003","QLD",20210501,-20.53182,146.1358,2021-05-01 15:27:00,50,594.413,21.7913,38.7997,6.76502,24.0523,"WET",6.44285714285714,0.019,"Medium clay"
"QDADEU0004","QLD",20210502,-20.53574,146.1361,2021-05-02 10:21:18,50,594.413,21.7913,38.7997,6.76502,24.0523,"WET",6.18,0.033,"Medium clay"
"QDADEU0005","QLD",20210503,-20.54874,146.1356,2021-05-03 10:03:35,62,593.498,21.7952,38.8206,6.75239,24.0629,"WET",6.43,0.4491,"Medium heavy clay"
"QDADEU0006","QLD",20210503,-20.54982,146.137,2021-05-03 14:26:06,67,593.498,21.7952,38.8206,6.75239,24.0629,"WET",NA,NA,NA
"QDAEIU0001","QLD",20130612,-19.53871,144.21,2013-06-12 14:06:00,17,728.688,21.7139,36.2108,5.18775,21.624,"WET",NA,NA,NA
"QDAEIU0002","QLD",20130612,-19.5525,144.2242,2013-06-12,30,731.625,21.7055,36.1285,5.13455,21.5283,"WET",7.45,0.31,"Sandy loam"
"QDAEIU0003","QLD",20130613,-19.40991,144.1696,2013-06-13 15:01:00,24,724.628,21.7414,36.5379,5.43795,22.0464,"WET",NA,NA,NA
"QDAEIU0003","QLD",20220603,-19.40991,144.1696,2022-06-03 08:01:56,36,724.628,21.7414,36.5379,5.43795,22.0464,"WET",6.075,0.018,"Sandy clay loam"
"QDAEIU0004","QLD",20130613,-19.44658,144.1615,2013-06-13,24,720.902,21.7378,36.4116,5.34328,21.8828,"WET",7.5,0.11,"Sand"
"QDAEIU0005","QLD",20130930,-18.45494,143.8994,2013-09-30,4,790.263,21.6299,36.7928,6.2755,23.0207,"DRY",NA,NA,"Sandy loam"
"QDAEIU0006","QLD",20131001,-18.46785,143.8917,2013-10-01,21,789.551,21.6279,36.7342,6.23818,22.953,"DRY",NA,NA,"Sandy loam"
"QDAEIU0006","QLD",20210508,-18.46785,143.8917,2021-05-08 13:52:54,32,789.551,21.6279,36.7342,6.23818,22.953,"WET",7.4,0.0144,"Medium clay"
"QDAEIU0007","QLD",20131001,-18.46784,143.8908,2013-10-01,18,789.551,21.6279,36.7342,6.23818,22.953,"DRY",NA,NA,"Sandy loam"
"QDAEIU0007","QLD",20210508,-18.46784,143.8908,2021-05-08 13:56:08,23,789.551,21.6279,36.7342,6.23818,22.953,"WET",NA,NA,NA
"QDAEIU0008","QLD",20210505,-19.88787,146.1892,2021-05-05 10:22:12,61,586.478,21.5625,37.511,7.05063,23.7498,"WET",7.56,0.8363,"Medium heavy clay"
"QDAEIU0009","QLD",20210505,-19.88786,146.1872,2021-05-05 14:15:00,51,586.478,21.5625,37.511,7.05063,23.7498,"WET",6.26666666666667,0.0883333333333333,"Medium heavy clay"
"QDAEIU0010","QLD",20210506,-19.89337,146.1824,2021-05-06 12:00:00,62,589.197,21.5658,37.5495,7.0815,23.7673,"WET",6.5125,0.019,"Medium clay"
"QDAGUP0001","QLD",20130616,-20.10876,143.7244,2013-06-16,24,539.908,22.2773,39.3508,6.11526,24.0595,"DRY",6.85,0.075,"Sand"
"QDAGUP0002","QLD",20130615,-20.031,143.7625,2013-06-15 09:57:00,33,564.586,22.2151,39.0779,6.06349,23.864,"DRY",7.3,0.09,"Sand"
"QDAGUP0003","QLD",20130617,-20.39928,143.6817,2013-06-17,26,478.988,22.4398,40.2584,6.23602,24.7088,"DRY",7.5,0.0333333333333333,"Sand"
"QDAGUP0004","QLD",20130726,-20.01373,142.4779,2013-07-26,27,509.481,22.6174,41.3225,7.20737,25.7424,NA,8.35,0.04,"Sand"
"QDAGUP0005","QLD",20130618,-19.99137,142.465,2013-06-18,23,511.561,22.6163,41.3081,7.24671,25.755,"DRY",7.05,0.035,"Loamy sand& Sand"
"QDAGUP0006","QLD",20130619,-19.95565,142.4021,2013-06-19 10:36:00,24,512.128,22.6266,41.3288,7.36502,25.8274,"DRY",9.95,0.08,"Sand"
"QDAGUP0007","QLD",20130619,-20.08432,141.817,2013-06-19 10:44:00,15,500.181,22.7649,41.7685,7.59357,26.0685,"DRY",9.15,0.475,"Heavy clay& Medium clay"
"QDAGUP0008","QLD",20130620,-19.80169,142.0215,2013-06-20,32,526.523,22.6996,41.4375,7.96526,26.1683,"DRY",8.06,0.024,"Sand"
"QDAGUP0009","QLD",20130620,-19.84587,141.9607,2013-06-20,16,524.727,22.7123,41.4654,7.92528,26.1378,"DRY",8.4,0.12,"Medium clay& Medium heavy clay"
"QDAGUP0010","QLD",20130621,-19.91485,141.8343,2013-06-21 11:15:00,31,521.356,22.745,41.5757,7.90965,26.1515,NA,NA,NA,"Sand"
"QDAGUP0011","QLD",20130621,-19.93982,141.8278,2013-06-21,33,519.608,22.7489,41.6031,7.88108,26.1477,"DRY",NA,NA,"Sand"
"QDAGUP0012","QLD",20130710,-19.58185,140.3117,2013-07-10,24,531.353,22.9795,41.2516,9.35523,26.6395,"DRY",6.3,0.135,"Clayey sand& Sandy loam"
"QDAGUP0013","QLD",20130711,-19.29783,140.1637,2013-07-11,10,541.982,22.9669,41.1146,9.74048,26.8527,"DRY",5.96666666666667,0.0933333333333333,"Light clay& Light medium clay& Medium clay"
"QDAGUP0014","QLD",20130711,-18.23884,140.787,2013-07-11 13:34:00,17,693.055,22.5268,39.7898,11.1522,27.2971,"WET",5.7,0.12,"Light medium clay& Medium clay& Medium heavy clay"
"QDAGUP0015","QLD",20130712,-18.25705,140.7326,2013-07-12 12:00:00,19,688.092,22.5481,39.7948,11.0766,27.2587,"WET",5.8,1.435,"Heavy clay"
"QDAGUP0016","QLD",20130712,-18.24886,140.7483,2013-07-12 14:12:00,27,689.852,22.5411,39.7834,11.1008,27.2679,"DRY",5.45,0.38,"Light medium clay& Medium clay"
"QDAGUP0017","QLD",20130712,-17.64138,141.0863,2013-07-12,17,875.153,22.1339,38.8094,12.324,27.5071,"DRY",NA,NA,NA
"QDAGUP0018","QLD",20130713,-17.66054,141.1054,2013-07-13 14:24:00,24,873.188,22.1375,38.8735,12.363,27.5312,"DRY",NA,NA,NA
"QDAGUP0019","QLD",20130714,-17.62166,141.0737,2013-07-14 12:00:00,9,872.055,22.1299,38.7221,12.2492,27.4453,"DRY",NA,NA,NA
"QDAGUP0020","QLD",20130715,-17.01356,140.9602,2013-07-15 12:00:00,9,956.777,21.9448,36.0446,13.0171,26.6905,"DRY",NA,NA,NA
"QDAGUP0021","QLD",20130716,-17.00219,140.9937,2013-07-16 12:00:00,34,960.426,21.9518,36.7121,11.8985,26.5505,"DRY",NA,NA,NA
"QDAGUP0022","QLD",20130716,-17.02224,141.0555,2013-07-16 15:43:00,13,957.663,21.9607,37.4937,11.5632,26.7606,"DRY",NA,NA,NA
"QDAGUP0023","QLD",20130717,-17.02339,141.0373,2013-07-17 12:00:00,10,957.078,21.9612,37.3523,11.5503,26.6939,"DRY",NA,NA,NA
"QDAGUP0024","QLD",20130717,-17.46354,140.8475,2013-07-17 15:57:00,7,824.091,22.1159,36.268,12.1202,26.4457,"DRY",NA,NA,NA
"QDAGUP0025","QLD",20130718,-17.45802,140.8402,2013-07-18 12:00:00,27,825.557,22.1082,36.1176,12.453,26.5115,"DRY",NA,NA,NA
"QDAGUP0026","QLD",20130718,-17.47049,140.8477,2013-07-18 16:25:00,31,823.043,22.1226,36.3496,11.8221,26.362,NA,NA,NA,NA
"QDAGUP0027","QLD",20130719,-17.37573,141.1758,2013-07-19 12:00:00,13,888.775,22.0553,38.5662,11.8213,27.2756,"DRY",NA,NA,NA
"QDAGUP0028","QLD",20130719,-17.29504,141.1789,2013-07-19 09:42:00,27,900.859,22.0367,38.5163,11.7511,27.2524,"DRY",NA,NA,NA
"QDAGUP0029","QLD",20130924,-16.84716,143.1585,2013-09-24 12:00:00,24,920.568,21.5252,39.5132,10.1799,27.0029,"DRY",NA,NA,"Sand"
"QDAGUP0029","QLD",20220531,-16.84716,143.1585,2022-05-31,53,920.568,21.5252,39.5132,10.1799,27.0029,"WET",7.06666666666667,0.0345,"Medium clay"
"QDAGUP0030","QLD",20130925,-16.84804,143.1585,2013-09-25,27,920.568,21.5252,39.5132,10.1799,27.0029,"DRY",NA,NA,"Sand"
"QDAGUP0031","QLD",20130924,-16.84806,143.1575,2013-09-24,21,920.568,21.5252,39.5132,10.1799,27.0029,"DRY",NA,NA,"Sand"
"QDAGUP0031","QLD",20220601,-16.84806,143.1575,2022-06-01 13:51:43,43,920.568,21.5252,39.5132,10.1799,27.0029,"WET",NA,NA,NA
"QDAGUP0032","QLD",20220528,-19.13589,143.4732,2022-05-28 15:34:30,53,710.049,22.0235,39.3661,7.32915,24.9623,"WET",NA,NA,NA
"QDAMGD0001","QLD",20130417,-23.52077,144.2259,2013-04-17,22,397.473,22.4661,40.7941,4.61729,23.8679,"WET",8.425,0.705,"Medium clay& Medium heavy clay& Sandy clay loam& Sandy loam"
"QDAMGD0002","QLD",20130418,-23.50948,144.226,2013-04-18,32,399.946,22.4712,40.8261,4.63379,23.8912,"WET",8.6,0.514,NA
"QDAMGD0003","QLD",20130420,-23.53083,144.3035,2013-04-20 13:50:00,15,401.474,22.4277,40.6201,4.5808,23.7643,"DRY",8.21,3.412,NA
"QDAMGD0004","QLD",20130419,-23.51407,144.3417,2013-04-19,26,403.798,22.4185,40.6479,4.62428,23.8051,"WET",8.56666666666667,2.29333333333333,"Light clay"
"QDAMGD0005","QLD",20130419,-23.51774,144.3333,2013-04-19,31,403.848,22.4237,40.6817,4.62924,23.8234,"WET",8.06666666666667,2.96666666666667,"Light clay"
"QDAMGD0006","QLD",20130420,-23.66471,144.0418,2013-04-20 13:56:00,14,373.249,22.4955,40.7533,4.51593,23.7692,"DRY",8.86,0.665,NA
"QDAMGD0007","QLD",20130421,-23.65817,144.0949,2013-04-21,19,372.004,22.4898,40.8154,4.56912,23.8571,"DRY",8.2,1.356,"Light clay& Light medium clay"
"QDAMGD0008","QLD",20130421,-23.64601,144.075,2013-04-21 14:05:00,12,372.721,22.4947,40.7833,4.54816,23.8164,"DRY",8.75,1.528,NA
"QDAMGD0009","QLD",20130422,-24.09416,143.3365,2013-04-22 12:00:00,16,329.703,22.6703,41.3665,4.55449,23.9692,"DRY",7.53333333333333,1.4,"Medium heavy clay"
"QDAMGD0010","QLD",20130423,-24.09121,143.3534,2013-04-23,27,329.937,22.6656,41.3542,4.55002,23.9645,"DRY",8.17,0.678,NA
"QDAMGD0011","QLD",20130422,-24.08063,143.3152,2013-04-22 14:17:00,6,329.504,22.6751,41.358,4.55114,23.9562,"DRY",7.225,1.675,"Light clay& Sandy clay loam"
"QDAMGD0012","QLD",20130426,-24.82182,144.8236,2013-04-26 15:24:00,31,454.09,21.897,39.6009,3.30692,22.4747,"DRY",6.375,1.2875,"Light clay& Light medium clay& Sandy clay loam& Sandy loam"
"QDAMGD0013","QLD",20130514,-22.51618,143.0502,2013-05-14,13,386.832,22.7309,41.5654,5.27236,24.5129,"WET",8.46666666666667,0.97,"Sandy loam"
"QDAMGD0014","QLD",20130514,-22.50515,143.0252,2013-05-14 15:33:00,15,384.262,22.7374,41.6039,5.2878,24.5433,"DRY",7.95555555555556,1.00555555555556,NA
"QDAMGD0015","QLD",20130515,-22.56293,143.0582,2013-05-15,20,385.244,22.7298,41.4636,5.21327,24.3961,"WET",7.36666666666667,1.20666666666667,"Sandy clay loam"
"QDAMGD0016","QLD",20130515,-22.50896,143.1399,2013-05-15 15:48:00,14,394.672,22.7091,41.4333,5.22433,24.4145,"DRY",6.98888888888889,0.238888888888889,NA
"QDAMGD0017","QLD",20130516,-22.11497,143.2994,2013-05-16 15:52:00,15,391.662,22.6787,41.3599,5.33024,24.5475,"DRY",8.49,2.207,NA
"QDAMGD0018","QLD",20130516,-22.11818,143.3372,2013-05-16,14,391.031,22.6727,41.268,5.30032,24.4743,"WET",8.85,0.455,"Sandy clay loam"
"QDAMGD0019","QLD",20130517,-22.07012,142.2318,2013-05-17,4,392.357,22.8889,41.8867,5.3718,24.7174,"DRY",7,1.15,"Medium heavy clay"
"QDAMGD0020","QLD",20130517,-22.0636,142.223,2013-05-17 09:24:00,10,394.381,22.8888,41.8688,5.36428,24.7014,"DRY",7.31666666666667,0.226666666666667,NA
"QDAMGD0021","QLD",20130518,-22.3808,141.2999,2013-05-18 12:00:00,14,321.321,23.0949,42.0145,5.29408,24.578,"DRY",6.9,0.104,"Light clay"
"QDAMGD0022","QLD",20130518,-22.36874,141.2873,2013-05-18 09:34:00,20,323.463,23.0935,42.0056,5.2989,24.5811,"DRY",7.99,0.283,NA
"QDAMGD0023","QLD",20130521,-23.68724,140.9866,2013-05-21,20,223.829,23.1441,42.8601,5.27489,24.5363,"WET",6.23333333333333,0.116666666666667,"Sandy loam"
"QDAMGD0024","QLD",20130521,-23.64642,141.0037,2013-05-21 09:53:00,14,227.402,23.1377,42.7194,5.22041,24.442,"DRY",8.85,1.967,NA
"QDAMGD0025","QLD",20130617,-20.33795,143.8724,2013-06-17 12:00:00,18,505.396,22.363,39.7911,6.19275,24.3823,"DRY",4.7,0.17,"Light clay& Sandy clay loam"
"QDAMGD0026","QLD",20130616,-20.39619,143.8608,2013-06-16,13,498.198,22.3853,39.8025,6.12765,24.3396,"DRY",7.3,0.33,"Light clay"
"QDAMGD0027","QLD",20140310,-20.06952,138.1746,2014-03-10,33,391.621,23.0961,41.9477,6.24779,25.5945,"WET",8.36666666666667,0.18,"Light clay& Medium clay& Medium heavy clay"
"QDAMGD0028","QLD",20140311,-19.94914,138.0986,2014-03-11,41,404.547,23.0717,41.9597,6.28845,25.6449,"WET",NA,NA,NA
"QDAMII0001","QLD",20130710,-19.50785,140.2214,2013-07-10 15:49:00,23,537.247,22.9735,41.157,9.43032,26.6384,"DRY",6,0.13,"Clayey sand& Loamy sand"
"QDAMII0002","QLD",20140311,-20.00789,138.1606,2014-03-11,25,398.84,23.0797,41.9204,6.29429,25.6108,"WET",NA,NA,"Sandy loam"
"QDAMUL0001","QLD",20130426,-24.73365,144.6834,2013-04-26,10,467.12,21.9054,39.0529,3.16524,21.9703,"DRY",5.92,0.036,NA
"QDAMUL0002","QLD",20130427,-24.73815,144.7016,2013-04-27 14:35:00,2,470.869,21.8979,39.0911,3.18346,22.013,"DRY",5.25,0.095,"Clayey sand& Sandy loam"
"QDAMUL0003","QLD",20130426,-24.75512,144.7083,2013-04-26,19,468.379,21.9085,39.2758,3.26051,22.1825,"DRY",5.13,NA,NA
"QDASEQ0001","QLD",20210324,-27.38897,152.8801,2021-03-24 09:42:50,68,1137.19,18.5405,32.493,4.75447,20.091,"WET",4.55,0.0195,"Sandy clay loam"
"QDASEQ0002","QLD",20190411,-26.90262,151.6327,2019-04-11 16:34:43,43,898.067,19.1785,31.9481,0.909489,16.4391,"WET",6.54285714285714,0.0411428571428571,"Light clay"
"QDASEQ0003","QLD",20210325,-27.39112,152.8767,2021-03-25 09:22:24,71,1143.2,18.5291,32.449,4.70782,20.0206,"WET",5.21666666666667,0.0918333333333333,"Clayey sand"
"QDASEQ0004","QLD",20210326,-27.39006,152.8758,2021-03-26 17:15:44,78,1143.2,18.5291,32.449,4.70782,20.0206,"WET",6.16666666666667,0.104666666666667,"Loamy sand& Medium clay"
"QDASSD0001","QLD",20140430,-23.76407,138.4765,2014-04-30,12,168.267,23.1679,43.2152,4.35262,24.121,"DRY",8.15,0.135,"Sand& Sandy clay loam"
"QDASSD0001","QLD",20150425,-23.76407,138.4765,2015-04-25,20,168.267,23.1679,43.2152,4.35262,24.121,"NC",NA,NA,NA
"QDASSD0001","QLD",20180611,-23.76407,138.4765,2018-06-11 09:34:00,27,168.267,23.1679,43.2152,4.35262,24.121,"DRY",NA,NA,NA
"QDASSD0001","QLD",20210625,-23.76407,138.4765,2021-06-25 12:00:00,14,168.267,23.1679,43.2152,4.35262,24.121,"WET",NA,NA,NA
"QDASSD0002","QLD",20140501,-23.82772,138.3897,2014-05-01,17,167.23,23.1521,43.2455,4.23857,24.0448,"DRY",8.15,0.135,"Sand"
"QDASSD0002","QLD",20150416,-23.82772,138.3897,2015-04-16,24,167.23,23.1521,43.2455,4.23857,24.0448,"NC",NA,NA,NA
"QDASSD0002","QLD",20180621,-23.82772,138.3897,2018-06-21 13:22:00,24,167.23,23.1521,43.2455,4.23857,24.0448,"DRY",NA,NA,NA
"QDASSD0002","QLD",20210630,-23.82772,138.3897,2021-06-30 12:00:00,18,167.23,23.1521,43.2455,4.23857,24.0448,"WET",NA,NA,NA
"QDASSD0003","QLD",20140501,-23.83157,138.4074,2014-05-01,20,166.597,23.1528,43.2531,4.25931,24.0588,"DRY",7.4,0.05,"Sand"
"QDASSD0003","QLD",20150416,-23.83157,138.4074,2015-04-16,24,166.597,23.1528,43.2531,4.25931,24.0588,"NC",NA,NA,NA
"QDASSD0003","QLD",20180621,-23.83157,138.4074,2018-06-21 11:13:00,24,166.597,23.1528,43.2531,4.25931,24.0588,"DRY",NA,NA,NA
"QDASSD0003","QLD",20210626,-23.83157,138.4074,2021-06-26 12:00:00,18,166.597,23.1528,43.2531,4.25931,24.0588,"WET",NA,NA,NA
"QDASSD0004","QLD",20140502,-23.68013,138.4338,2014-05-02,11,173.889,23.1693,43.1153,4.29798,24.0535,"DRY",6.8,0.035,"Sand"
"QDASSD0004","QLD",20150416,-23.68013,138.4338,2015-04-16,12,173.889,23.1693,43.1153,4.29798,24.0535,"NC",NA,NA,NA
"QDASSD0004","QLD",20180629,-23.68013,138.4338,2018-06-29 11:58:00,19,173.889,23.1693,43.1153,4.29798,24.0535,"DRY",NA,NA,NA
"QDASSD0004","QLD",20210624,-23.68013,138.4338,2021-06-24 12:00:00,16,173.889,23.1693,43.1153,4.29798,24.0535,"WET",NA,NA,NA
"QDASSD0005","QLD",20140502,-23.69444,138.441,2014-05-02,12,173.5,23.169,43.1237,4.30838,24.0617,"DRY",7.63333333333333,1.32666666666667,"Clayey sand& Loamy sand& Sand"
"QDASSD0005","QLD",20150426,-23.69444,138.441,2015-04-26,21,173.5,23.169,43.1237,4.30838,24.0617,"NC",NA,NA,NA
"QDASSD0005","QLD",20180622,-23.69444,138.441,2018-06-22 14:17:00,16,173.5,23.169,43.1237,4.30838,24.0617,"DRY",NA,NA,NA
"QDASSD0006","QLD",20140503,-23.87954,138.0984,2014-05-03,22,166.49,23.1234,43.349,3.95774,23.9167,"DRY",5.2,0,"Sand"
"QDASSD0006","QLD",20150418,-23.87954,138.0984,2015-04-18,28,166.49,23.1234,43.349,3.95774,23.9167,"NC",NA,NA,NA
"QDASSD0006","QLD",20180617,-23.87954,138.0984,2018-06-17 14:20:00,29,166.49,23.1234,43.349,3.95774,23.9167,"DRY",NA,NA,NA
"QDASSD0006","QLD",20210628,-23.87954,138.0984,2021-06-28 12:00:00,15,166.49,23.1234,43.349,3.95774,23.9167,"WET",NA,NA,NA
"QDASSD0007","QLD",20140505,-23.88049,138.0964,2014-05-05,16,166.008,23.1225,43.3581,3.95799,23.9189,"DRY",7,0,"Sand"
"QDASSD0007","QLD",20150420,-23.88049,138.0964,2015-04-20,20,166.008,23.1225,43.3581,3.95799,23.9189,"NC",NA,NA,NA
"QDASSD0007","QLD",20180619,-23.88049,138.0964,2018-06-19 14:23:00,25,166.008,23.1225,43.3581,3.95799,23.9189,"DRY",NA,NA,NA
"QDASSD0007","QLD",20210628,-23.88049,138.0964,2021-06-28 12:00:00,29,166.008,23.1225,43.3581,3.95799,23.9189,"WET",NA,NA,NA
"QDASSD0008","QLD",20140504,-23.95415,138.137,2014-05-04,20,163.384,23.1183,43.4157,3.99823,23.9535,"DRY",6.4,0.02,"Sand"
"QDASSD0008","QLD",20150420,-23.95415,138.137,2015-04-20,18,163.384,23.1183,43.4157,3.99823,23.9535,"NC",NA,NA,NA
"QDASSD0008","QLD",20180619,-23.95415,138.137,2018-06-19,29,163.384,23.1183,43.4157,3.99823,23.9535,"DRY",NA,NA,NA
"QDASSD0009","QLD",20140504,-23.96731,138.141,2014-05-04,11,163.157,23.117,43.4059,3.99919,23.944,"DRY",6.35,0,"Sand"
"QDASSD0009","QLD",20150421,-23.96731,138.141,2015-04-21,23,163.157,23.117,43.4059,3.99919,23.944,"NC",NA,NA,NA
"QDASSD0009","QLD",20180618,-23.96731,138.141,2018-06-18 12:00:00,15,163.157,23.117,43.4059,3.99919,23.944,"DRY",NA,NA,NA
"QDASSD0009","QLD",20210629,-23.96731,138.141,2021-06-29 12:00:00,23,163.157,23.117,43.4059,3.99919,23.944,"WET",NA,NA,NA
"QDASSD0010","QLD",20140505,-23.73102,138.0004,2014-05-05,15,172.466,23.1328,43.3004,3.90037,23.9025,"DRY",6.9,0.042,"Clayey sand"
"QDASSD0010","QLD",20180620,-23.73102,138.0004,2018-06-20 14:39:00,35,172.466,23.1328,43.3004,3.90037,23.9025,"DRY",NA,NA,NA
"QDASSD0010","QLD",20210627,-23.73102,138.0004,2021-06-27 12:00:00,14,172.466,23.1328,43.3004,3.90037,23.9025,"WET",NA,NA,NA
"QDASSD0011","QLD",20140507,-23.23663,138.2261,2014-05-07,23,202.728,23.185,42.7076,3.89505,23.8158,"DRY",NA,NA,"Clayey sand& Loamy sand& Sand& Sandy loam"
"QDASSD0011","QLD",20150423,-23.23663,138.2261,2015-04-23,21,202.728,23.185,42.7076,3.89505,23.8158,"NC",NA,NA,NA
"QDASSD0011","QLD",20180622,-23.23663,138.2261,2018-06-22 14:42:00,18,202.728,23.185,42.7076,3.89505,23.8158,"DRY",NA,NA,NA
"QDASSD0011","QLD",20210622,-23.23663,138.2261,2021-06-22 12:00:00,20,202.728,23.185,42.7076,3.89505,23.8158,"DRY",NA,NA,NA
"QDASSD0012","QLD",20140507,-23.3445,138.2522,2014-05-07,12,197.717,23.1762,42.7727,3.96527,23.8273,"DRY",6.3,0.115,"Sandy clay loam& Sandy loam"
"QDASSD0012","QLD",20150424,-23.3445,138.2522,2015-04-24,20,197.717,23.1762,42.7727,3.96527,23.8273,"NC",NA,NA,NA
"QDASSD0012","QLD",20180623,-23.3445,138.2522,2018-06-23 14:44:00,22,197.717,23.1762,42.7727,3.96527,23.8273,"DRY",NA,NA,NA
"QDASSD0012","QLD",20210623,-23.3445,138.2522,2021-06-23 12:00:00,18,197.717,23.1762,42.7727,3.96527,23.8273,"DRY",NA,NA,NA
"QDASSD0013","QLD",20140507,-23.29419,138.226,2014-05-07,13,201.811,23.1741,42.6921,3.89111,23.762,"DRY",4.85,0.045,"Sand"
"QDASSD0013","QLD",20150424,-23.29419,138.226,2015-04-24,28,201.811,23.1741,42.6921,3.89111,23.762,"NC",NA,NA,NA
"QDASSD0013","QLD",20180425,-23.29419,138.226,2018-04-25 14:47:00,22,201.811,23.1741,42.6921,3.89111,23.762,"DRY",NA,NA,NA
"QDASSD0013","QLD",20210622,-23.29419,138.226,2021-06-22 12:00:00,14,201.811,23.1741,42.6921,3.89111,23.762,"DRY",NA,NA,NA
"QDASSD0014","QLD",20140508,-23.17579,138.1673,2014-05-08,23,207.326,23.1832,42.6703,3.81073,23.7762,"DRY",NA,NA,"Clayey sand"
"QDASSD0014","QLD",20150423,-23.17579,138.1673,2015-04-23,23,207.326,23.1832,42.6703,3.81073,23.7762,"NC",NA,NA,NA
"QDASSD0014","QLD",20180623,-23.17579,138.1673,2018-06-23 14:49:00,33,207.326,23.1832,42.6703,3.81073,23.7762,"DRY",NA,NA,NA
"QDASSD0014","QLD",20210621,-23.17579,138.1673,2021-06-21 12:00:00,27,207.326,23.1832,42.6703,3.81073,23.7762,"DRY",NA,NA,NA
"QDASSD0015","QLD",20140508,-23.18808,138.1931,2014-05-08,21,206.784,23.1846,42.6653,3.84045,23.7866,"DRY",6.1,0.045,"Sand& Sandy loam"
"QDASSD0015","QLD",20150425,-23.18808,138.1931,2015-04-25,23,206.784,23.1846,42.6653,3.84045,23.7866,"NC",NA,NA,NA
"QDASSD0015","QLD",20180624,-23.18808,138.1931,2018-06-24 14:52:00,25,206.784,23.1846,42.6653,3.84045,23.7866,"DRY",NA,NA,NA
"SAABHC0001","SA",20180420,-31.92288,140.4652,2018-04-20 15:53:53,17,195.294,20.4055,39.293,1.46951,18.4914,"DRY",7.55,1.66,"Sand& Silty loam"
"SAABHC0001","SA",20191005,-31.92288,140.4652,2019-10-05 09:58:06,20,195.294,20.4055,39.293,1.46951,18.4914,"DRY",NA,NA,NA
"SAABHC0002","SA",20180420,-31.98337,140.5024,2018-04-20 15:10:14,14,201.287,20.3507,39.084,1.38877,18.3107,"DRY",7.59714285714286,15.6785714285714,"Loam"
"SAABHC0002","SA",20191007,-31.98337,140.5024,2019-10-07 12:37:38,17,201.287,20.3507,39.084,1.38877,18.3107,"DRY",NA,NA,NA
"SAABHC0003","SA",20180421,-31.94266,140.5466,2018-04-21 09:50:44,19,197.618,20.3763,39.0701,1.39171,18.3114,"DRY",7.5,0.0976666666666667,"Sandy loam"
"SAABHC0003","SA",20191008,-31.94266,140.5466,2019-10-08 09:32:00,17,197.618,20.3763,39.0701,1.39171,18.3114,"DRY",NA,NA,NA
"SAABHC0004","SA",20180421,-32.019,140.5269,2018-04-21 14:34:41,21,200.225,20.332,39.0306,1.37583,18.2687,"DRY",7.86333333333333,0.314,"Loam"
"SAABHC0004","SA",20191006,-32.019,140.5269,2019-10-06 10:50:24,21,200.225,20.332,39.0306,1.37583,18.2687,"DRY",NA,NA,NA
"SAABHC0005","SA",20191003,-31.97321,140.5836,2019-10-03 13:19:22,5,197.53,20.3659,39.1839,1.47286,18.4337,"DRY",8.97142857142857,2.05928571428571,"Light clay"
"SAABHC0006","SA",20191004,-31.9047,140.6802,2019-10-04 10:41:24,8,193.837,20.4161,39.4341,1.62577,18.7003,"DRY",8.67,4.3309,"Medium heavy clay"
"SAACHC0003","SA",20210529,-27.49371,140.1208,2021-05-29,20,135.27,22.2977,43.2976,3.83993,22.67,"DRY",9.3,1.87566666666667,"Medium clay"
"SAACHC0004","SA",20210530,-27.49191,140.1199,2021-05-30 13:21:38,16,135.317,22.2985,43.3048,3.84034,22.6748,"DRY",8.94285714285714,0.958,"Medium clay"
"SAACHC0005","SA",20210531,-27.51445,140.1782,2021-05-31 13:24:56,18,135.66,22.287,43.2838,3.84756,22.6592,"DRY",6.8,0.031125,"Light medium clay"
