"siteName","stateCode","siteVisitName","taxonFamily","latitude_Degree","longitude_Degree","siteVisitStartDate","abundance","precipitationAnnualMean_millimetre","solarRadiationMean_megajoulePerSquareMetre","maximumTemperature_degreeCelsius","minimumTemperature_degreeCelsius","temperatureAnnualMean_degreeCelsius","climaticCondition","average_soil_pH_unitless","average_soil_EC_dSPerMetre","soil_texture_Grade"
"QDAMGD0028","QLD",20140311,"Boraginaceae",-19.94914,138.0986,2014-03-11,1,404.547,23.0717,41.9597,6.28845,25.6449,"WET",NA,NA,NA
"QDAMGD0028","QLD",20140311,"Cleomaceae",-19.94914,138.0986,2014-03-11,48,404.547,23.0717,41.9597,6.28845,25.6449,"WET",NA,NA,NA
"QDAMGD0028","QLD",20140311,"Convolvulaceae",-19.94914,138.0986,2014-03-11,7,404.547,23.0717,41.9597,6.28845,25.6449,"WET",NA,NA,NA
"QDAMGD0028","QLD",20140311,"Cucurbitaceae",-19.94914,138.0986,2014-03-11,1,404.547,23.0717,41.9597,6.28845,25.6449,"WET",NA,NA,NA
"QDAMGD0028","QLD",20140311,"Cyperaceae",-19.94914,138.0986,2014-03-11,2,404.547,23.0717,41.9597,6.28845,25.6449,"WET",NA,NA,NA
"QDAMGD0028","QLD",20140311,"Euphorbiaceae",-19.94914,138.0986,2014-03-11,3,404.547,23.0717,41.9597,6.28845,25.6449,"WET",NA,NA,NA
"QDAMGD0028","QLD",20140311,"Fabaceae",-19.94914,138.0986,2014-03-11,58,404.547,23.0717,41.9597,6.28845,25.6449,"WET",NA,NA,NA
"QDAMGD0028","QLD",20140311,"Goodeniaceae",-19.94914,138.0986,2014-03-11,27,404.547,23.0717,41.9597,6.28845,25.6449,"WET",NA,NA,NA
"QDAMGD0028","QLD",20140311,"Malvaceae",-19.94914,138.0986,2014-03-11,3,404.547,23.0717,41.9597,6.28845,25.6449,"WET",NA,NA,NA
"QDAMGD0028","QLD",20140311,"Nyctaginaceae",-19.94914,138.0986,2014-03-11,10,404.547,23.0717,41.9597,6.28845,25.6449,"WET",NA,NA,NA
"QDAMGD0028","QLD",20140311,"Poaceae",-19.94914,138.0986,2014-03-11,254,404.547,23.0717,41.9597,6.28845,25.6449,"WET",NA,NA,NA
"QDAMGD0028","QLD",20140311,"Portulacaceae",-19.94914,138.0986,2014-03-11,5,404.547,23.0717,41.9597,6.28845,25.6449,"WET",NA,NA,NA
"QDAMII0001","QLD",20130710,"Amaranthaceae",-19.50785,140.2214,2013-07-10 15:49:00,1,537.247,22.9735,41.157,9.43032,26.6384,"DRY",6,0.13,"Clayey sand& Loamy sand"
"QDAMII0001","QLD",20130710,"Apocynaceae",-19.50785,140.2214,2013-07-10 15:49:00,2,537.247,22.9735,41.157,9.43032,26.6384,"DRY",6,0.13,"Clayey sand& Loamy sand"
"QDAMII0001","QLD",20130710,"Cleomaceae",-19.50785,140.2214,2013-07-10 15:49:00,1,537.247,22.9735,41.157,9.43032,26.6384,"DRY",6,0.13,"Clayey sand& Loamy sand"
"QDAMII0001","QLD",20130710,"Convolvulaceae",-19.50785,140.2214,2013-07-10 15:49:00,4,537.247,22.9735,41.157,9.43032,26.6384,"DRY",6,0.13,"Clayey sand& Loamy sand"
"QDAMII0001","QLD",20130710,"Fabaceae",-19.50785,140.2214,2013-07-10 15:49:00,15,537.247,22.9735,41.157,9.43032,26.6384,"DRY",6,0.13,"Clayey sand& Loamy sand"
"QDAMII0001","QLD",20130710,"Malvaceae",-19.50785,140.2214,2013-07-10 15:49:00,2,537.247,22.9735,41.157,9.43032,26.6384,"DRY",6,0.13,"Clayey sand& Loamy sand"
"QDAMII0001","QLD",20130710,"Myrtaceae",-19.50785,140.2214,2013-07-10 15:49:00,33,537.247,22.9735,41.157,9.43032,26.6384,"DRY",6,0.13,"Clayey sand& Loamy sand"
"QDAMII0001","QLD",20130710,"Poaceae",-19.50785,140.2214,2013-07-10 15:49:00,39,537.247,22.9735,41.157,9.43032,26.6384,"DRY",6,0.13,"Clayey sand& Loamy sand"
"QDAMII0002","QLD",20140311,"Fabaceae",-20.00789,138.1606,2014-03-11,27,398.84,23.0797,41.9204,6.29429,25.6108,"WET",NA,NA,"Sandy loam"
"QDAMII0002","QLD",20140311,"Malvaceae",-20.00789,138.1606,2014-03-11,2,398.84,23.0797,41.9204,6.29429,25.6108,"WET",NA,NA,"Sandy loam"
"QDAMII0002","QLD",20140311,"Myrtaceae",-20.00789,138.1606,2014-03-11,51,398.84,23.0797,41.9204,6.29429,25.6108,"WET",NA,NA,"Sandy loam"
"QDAMII0002","QLD",20140311,"Nyctaginaceae",-20.00789,138.1606,2014-03-11,2,398.84,23.0797,41.9204,6.29429,25.6108,"WET",NA,NA,"Sandy loam"
"QDAMII0002","QLD",20140311,"Poaceae",-20.00789,138.1606,2014-03-11,225,398.84,23.0797,41.9204,6.29429,25.6108,"WET",NA,NA,"Sandy loam"
"QDAMII0002","QLD",20140311,"Sapindaceae",-20.00789,138.1606,2014-03-11,2,398.84,23.0797,41.9204,6.29429,25.6108,"WET",NA,NA,"Sandy loam"
"QDAMUL0001","QLD",20130426,"Fabaceae",-24.73365,144.6834,2013-04-26,506,467.12,21.9054,39.0529,3.16524,21.9703,"DRY",5.92,0.036,NA
"QDAMUL0001","QLD",20130426,"Myrtaceae",-24.73365,144.6834,2013-04-26,178,467.12,21.9054,39.0529,3.16524,21.9703,"DRY",5.92,0.036,NA
"QDAMUL0001","QLD",20130426,"Poaceae",-24.73365,144.6834,2013-04-26,9,467.12,21.9054,39.0529,3.16524,21.9703,"DRY",5.92,0.036,NA
"QDAMUL0001","QLD",20130426,"Scrophulariaceae",-24.73365,144.6834,2013-04-26,2,467.12,21.9054,39.0529,3.16524,21.9703,"DRY",5.92,0.036,NA
"QDAMUL0002","QLD",20130427,"Fabaceae",-24.73815,144.7016,2013-04-27 14:35:00,624,470.869,21.8979,39.0911,3.18346,22.013,"DRY",5.25,0.095,"Clayey sand& Sandy loam"
"QDAMUL0003","QLD",20130426,"Euphorbiaceae",-24.75512,144.7083,2013-04-26,2,468.379,21.9085,39.2758,3.26051,22.1825,"DRY",5.13,NA,NA
"QDAMUL0003","QLD",20130426,"Fabaceae",-24.75512,144.7083,2013-04-26,564,468.379,21.9085,39.2758,3.26051,22.1825,"DRY",5.13,NA,NA
"QDAMUL0003","QLD",20130426,"Malvaceae",-24.75512,144.7083,2013-04-26,25,468.379,21.9085,39.2758,3.26051,22.1825,"DRY",5.13,NA,NA
"QDAMUL0003","QLD",20130426,"Myrtaceae",-24.75512,144.7083,2013-04-26,40,468.379,21.9085,39.2758,3.26051,22.1825,"DRY",5.13,NA,NA
"QDAMUL0003","QLD",20130426,"Poaceae",-24.75512,144.7083,2013-04-26,47,468.379,21.9085,39.2758,3.26051,22.1825,"DRY",5.13,NA,NA
"QDAMUL0003","QLD",20130426,"Pteridaceae",-24.75512,144.7083,2013-04-26,1,468.379,21.9085,39.2758,3.26051,22.1825,"DRY",5.13,NA,NA
"QDAMUL0003","QLD",20130426,"Rubiaceae",-24.75512,144.7083,2013-04-26,1,468.379,21.9085,39.2758,3.26051,22.1825,"DRY",5.13,NA,NA
"QDAMUL0003","QLD",20130426,"Scrophulariaceae",-24.75512,144.7083,2013-04-26,1,468.379,21.9085,39.2758,3.26051,22.1825,"DRY",5.13,NA,NA
"QDASEQ0001","QLD",20210324,"Anacardiaceae",-27.38897,152.8801,2021-03-24 09:42:50,10,1137.19,18.5405,32.493,4.75447,20.091,"WET",4.55,0.0195,"Sandy clay loam"
"QDASEQ0001","QLD",20210324,"Apocynaceae",-27.38897,152.8801,2021-03-24 09:42:50,50,1137.19,18.5405,32.493,4.75447,20.091,"WET",4.55,0.0195,"Sandy clay loam"
"QDASEQ0001","QLD",20210324,"Asparagaceae",-27.38897,152.8801,2021-03-24 09:42:50,102,1137.19,18.5405,32.493,4.75447,20.091,"WET",4.55,0.0195,"Sandy clay loam"
"QDASEQ0001","QLD",20210324,"Bignoniaceae",-27.38897,152.8801,2021-03-24 09:42:50,1,1137.19,18.5405,32.493,4.75447,20.091,"WET",4.55,0.0195,"Sandy clay loam"
"QDASEQ0001","QLD",20210324,"Campanulaceae",-27.38897,152.8801,2021-03-24 09:42:50,20,1137.19,18.5405,32.493,4.75447,20.091,"WET",4.55,0.0195,"Sandy clay loam"
"QDASEQ0001","QLD",20210324,"Cannabaceae",-27.38897,152.8801,2021-03-24 09:42:50,2,1137.19,18.5405,32.493,4.75447,20.091,"WET",4.55,0.0195,"Sandy clay loam"
"QDASEQ0001","QLD",20210324,"Cyperaceae",-27.38897,152.8801,2021-03-24 09:42:50,1,1137.19,18.5405,32.493,4.75447,20.091,"WET",4.55,0.0195,"Sandy clay loam"
"QDASEQ0001","QLD",20210324,"Fabaceae",-27.38897,152.8801,2021-03-24 09:42:50,144,1137.19,18.5405,32.493,4.75447,20.091,"WET",4.55,0.0195,"Sandy clay loam"
"QDASEQ0001","QLD",20210324,"Hemerocallidaceae",-27.38897,152.8801,2021-03-24 09:42:50,13,1137.19,18.5405,32.493,4.75447,20.091,"WET",4.55,0.0195,"Sandy clay loam"
"QDASEQ0001","QLD",20210324,"Lauraceae",-27.38897,152.8801,2021-03-24 09:42:50,3,1137.19,18.5405,32.493,4.75447,20.091,"WET",4.55,0.0195,"Sandy clay loam"
"QDASEQ0001","QLD",20210324,"Menispermaceae",-27.38897,152.8801,2021-03-24 09:42:50,2,1137.19,18.5405,32.493,4.75447,20.091,"WET",4.55,0.0195,"Sandy clay loam"
"QDASEQ0001","QLD",20210324,"Moraceae",-27.38897,152.8801,2021-03-24 09:42:50,5,1137.19,18.5405,32.493,4.75447,20.091,"WET",4.55,0.0195,"Sandy clay loam"
"QDASEQ0001","QLD",20210324,"Myrtaceae",-27.38897,152.8801,2021-03-24 09:42:50,1130,1137.19,18.5405,32.493,4.75447,20.091,"WET",4.55,0.0195,"Sandy clay loam"
"QDASEQ0001","QLD",20210324,"Ochnaceae",-27.38897,152.8801,2021-03-24 09:42:50,14,1137.19,18.5405,32.493,4.75447,20.091,"WET",4.55,0.0195,"Sandy clay loam"
"QDASEQ0001","QLD",20210324,"Oleaceae",-27.38897,152.8801,2021-03-24 09:42:50,33,1137.19,18.5405,32.493,4.75447,20.091,"WET",4.55,0.0195,"Sandy clay loam"
"QDASEQ0001","QLD",20210324,"Passifloraceae",-27.38897,152.8801,2021-03-24 09:42:50,9,1137.19,18.5405,32.493,4.75447,20.091,"WET",4.55,0.0195,"Sandy clay loam"
"QDASEQ0001","QLD",20210324,"Poaceae",-27.38897,152.8801,2021-03-24 09:42:50,275,1137.19,18.5405,32.493,4.75447,20.091,"WET",4.55,0.0195,"Sandy clay loam"
"QDASEQ0001","QLD",20210324,"Primulaceae",-27.38897,152.8801,2021-03-24 09:42:50,53,1137.19,18.5405,32.493,4.75447,20.091,"WET",4.55,0.0195,"Sandy clay loam"
"QDASEQ0001","QLD",20210324,"Proteaceae",-27.38897,152.8801,2021-03-24 09:42:50,5,1137.19,18.5405,32.493,4.75447,20.091,"WET",4.55,0.0195,"Sandy clay loam"
"QDASEQ0001","QLD",20210324,"Pteridaceae",-27.38897,152.8801,2021-03-24 09:42:50,4,1137.19,18.5405,32.493,4.75447,20.091,"WET",4.55,0.0195,"Sandy clay loam"
"QDASEQ0001","QLD",20210324,"Rhamnaceae",-27.38897,152.8801,2021-03-24 09:42:50,70,1137.19,18.5405,32.493,4.75447,20.091,"WET",4.55,0.0195,"Sandy clay loam"
"QDASEQ0001","QLD",20210324,"Rubiaceae",-27.38897,152.8801,2021-03-24 09:42:50,36,1137.19,18.5405,32.493,4.75447,20.091,"WET",4.55,0.0195,"Sandy clay loam"
"QDASEQ0001","QLD",20210324,"Sapindaceae",-27.38897,152.8801,2021-03-24 09:42:50,109,1137.19,18.5405,32.493,4.75447,20.091,"WET",4.55,0.0195,"Sandy clay loam"
"QDASEQ0001","QLD",20210324,"Smilacaceae",-27.38897,152.8801,2021-03-24 09:42:50,1,1137.19,18.5405,32.493,4.75447,20.091,"WET",4.55,0.0195,"Sandy clay loam"
"QDASEQ0001","QLD",20210324,"Verbenaceae",-27.38897,152.8801,2021-03-24 09:42:50,5,1137.19,18.5405,32.493,4.75447,20.091,"WET",4.55,0.0195,"Sandy clay loam"
"QDASEQ0002","QLD",20190411,"Apocynaceae",-26.90262,151.6327,2019-04-11 16:34:43,9,898.067,19.1785,31.9481,0.909489,16.4391,"WET",6.54285714285714,0.0411428571428571,"Light clay"
"QDASEQ0002","QLD",20190411,"Araliaceae",-26.90262,151.6327,2019-04-11 16:34:43,19,898.067,19.1785,31.9481,0.909489,16.4391,"WET",6.54285714285714,0.0411428571428571,"Light clay"
"QDASEQ0002","QLD",20190411,"Asteraceae",-26.90262,151.6327,2019-04-11 16:34:43,15,898.067,19.1785,31.9481,0.909489,16.4391,"WET",6.54285714285714,0.0411428571428571,"Light clay"
"QDASEQ0002","QLD",20190411,"Campanulaceae",-26.90262,151.6327,2019-04-11 16:34:43,1,898.067,19.1785,31.9481,0.909489,16.4391,"WET",6.54285714285714,0.0411428571428571,"Light clay"
"QDASEQ0002","QLD",20190411,"Chenopodiaceae",-26.90262,151.6327,2019-04-11 16:34:43,1,898.067,19.1785,31.9481,0.909489,16.4391,"WET",6.54285714285714,0.0411428571428571,"Light clay"
"QDASEQ0002","QLD",20190411,"Commelinaceae",-26.90262,151.6327,2019-04-11 16:34:43,3,898.067,19.1785,31.9481,0.909489,16.4391,"WET",6.54285714285714,0.0411428571428571,"Light clay"
"QDASEQ0002","QLD",20190411,"Cyperaceae",-26.90262,151.6327,2019-04-11 16:34:43,19,898.067,19.1785,31.9481,0.909489,16.4391,"WET",6.54285714285714,0.0411428571428571,"Light clay"
"QDASEQ0002","QLD",20190411,"Dennstaedtiaceae",-26.90262,151.6327,2019-04-11 16:34:43,4,898.067,19.1785,31.9481,0.909489,16.4391,"WET",6.54285714285714,0.0411428571428571,"Light clay"
"QDASEQ0002","QLD",20190411,"Fabaceae",-26.90262,151.6327,2019-04-11 16:34:43,64,898.067,19.1785,31.9481,0.909489,16.4391,"WET",6.54285714285714,0.0411428571428571,"Light clay"
"QDASEQ0002","QLD",20190411,"Geraniaceae",-26.90262,151.6327,2019-04-11 16:34:43,8,898.067,19.1785,31.9481,0.909489,16.4391,"WET",6.54285714285714,0.0411428571428571,"Light clay"
"QDASEQ0002","QLD",20190411,"Hemerocallidaceae",-26.90262,151.6327,2019-04-11 16:34:43,1,898.067,19.1785,31.9481,0.909489,16.4391,"WET",6.54285714285714,0.0411428571428571,"Light clay"
"QDASEQ0002","QLD",20190411,"Oxalidaceae",-26.90262,151.6327,2019-04-11 16:34:43,1,898.067,19.1785,31.9481,0.909489,16.4391,"WET",6.54285714285714,0.0411428571428571,"Light clay"
"QDASEQ0002","QLD",20190411,"Phyllanthaceae",-26.90262,151.6327,2019-04-11 16:34:43,1,898.067,19.1785,31.9481,0.909489,16.4391,"WET",6.54285714285714,0.0411428571428571,"Light clay"
"QDASEQ0002","QLD",20190411,"Poaceae",-26.90262,151.6327,2019-04-11 16:34:43,1026,898.067,19.1785,31.9481,0.909489,16.4391,"WET",6.54285714285714,0.0411428571428571,"Light clay"
"QDASEQ0002","QLD",20190411,"Pteridaceae",-26.90262,151.6327,2019-04-11 16:34:43,2,898.067,19.1785,31.9481,0.909489,16.4391,"WET",6.54285714285714,0.0411428571428571,"Light clay"
"QDASEQ0002","QLD",20190411,"Rosaceae",-26.90262,151.6327,2019-04-11 16:34:43,8,898.067,19.1785,31.9481,0.909489,16.4391,"WET",6.54285714285714,0.0411428571428571,"Light clay"
"QDASEQ0002","QLD",20190411,"Rubiaceae",-26.90262,151.6327,2019-04-11 16:34:43,40,898.067,19.1785,31.9481,0.909489,16.4391,"WET",6.54285714285714,0.0411428571428571,"Light clay"
"QDASEQ0002","QLD",20190411,"Smilacaceae",-26.90262,151.6327,2019-04-11 16:34:43,1,898.067,19.1785,31.9481,0.909489,16.4391,"WET",6.54285714285714,0.0411428571428571,"Light clay"
"QDASEQ0002","QLD",20190411,"Verbenaceae",-26.90262,151.6327,2019-04-11 16:34:43,9,898.067,19.1785,31.9481,0.909489,16.4391,"WET",6.54285714285714,0.0411428571428571,"Light clay"
"QDASEQ0003","QLD",20210325,"Anacardiaceae",-27.39112,152.8767,2021-03-25 09:22:24,10,1143.2,18.5291,32.449,4.70782,20.0206,"WET",5.21666666666667,0.0918333333333333,"Clayey sand"
"QDASEQ0003","QLD",20210325,"Apocynaceae",-27.39112,152.8767,2021-03-25 09:22:24,8,1143.2,18.5291,32.449,4.70782,20.0206,"WET",5.21666666666667,0.0918333333333333,"Clayey sand"
"QDASEQ0003","QLD",20210325,"Araliaceae",-27.39112,152.8767,2021-03-25 09:22:24,4,1143.2,18.5291,32.449,4.70782,20.0206,"WET",5.21666666666667,0.0918333333333333,"Clayey sand"
"QDASEQ0003","QLD",20210325,"Asparagaceae",-27.39112,152.8767,2021-03-25 09:22:24,146,1143.2,18.5291,32.449,4.70782,20.0206,"WET",5.21666666666667,0.0918333333333333,"Clayey sand"
"QDASEQ0003","QLD",20210325,"Asteraceae",-27.39112,152.8767,2021-03-25 09:22:24,1,1143.2,18.5291,32.449,4.70782,20.0206,"WET",5.21666666666667,0.0918333333333333,"Clayey sand"
"QDASEQ0003","QLD",20210325,"Bignoniaceae",-27.39112,152.8767,2021-03-25 09:22:24,7,1143.2,18.5291,32.449,4.70782,20.0206,"WET",5.21666666666667,0.0918333333333333,"Clayey sand"
"QDASEQ0003","QLD",20210325,"Campanulaceae",-27.39112,152.8767,2021-03-25 09:22:24,6,1143.2,18.5291,32.449,4.70782,20.0206,"WET",5.21666666666667,0.0918333333333333,"Clayey sand"
"QDASEQ0003","QLD",20210325,"Cannabaceae",-27.39112,152.8767,2021-03-25 09:22:24,10,1143.2,18.5291,32.449,4.70782,20.0206,"WET",5.21666666666667,0.0918333333333333,"Clayey sand"
"QDASEQ0003","QLD",20210325,"Cyperaceae",-27.39112,152.8767,2021-03-25 09:22:24,6,1143.2,18.5291,32.449,4.70782,20.0206,"WET",5.21666666666667,0.0918333333333333,"Clayey sand"
"QDASEQ0003","QLD",20210325,"Fabaceae",-27.39112,152.8767,2021-03-25 09:22:24,433,1143.2,18.5291,32.449,4.70782,20.0206,"WET",5.21666666666667,0.0918333333333333,"Clayey sand"
"QDASEQ0003","QLD",20210325,"Hemerocallidaceae",-27.39112,152.8767,2021-03-25 09:22:24,2,1143.2,18.5291,32.449,4.70782,20.0206,"WET",5.21666666666667,0.0918333333333333,"Clayey sand"
"QDASEQ0003","QLD",20210325,"Lauraceae",-27.39112,152.8767,2021-03-25 09:22:24,5,1143.2,18.5291,32.449,4.70782,20.0206,"WET",5.21666666666667,0.0918333333333333,"Clayey sand"
"QDASEQ0003","QLD",20210325,"Malvaceae",-27.39112,152.8767,2021-03-25 09:22:24,1,1143.2,18.5291,32.449,4.70782,20.0206,"WET",5.21666666666667,0.0918333333333333,"Clayey sand"
"QDASEQ0003","QLD",20210325,"Menispermaceae",-27.39112,152.8767,2021-03-25 09:22:24,2,1143.2,18.5291,32.449,4.70782,20.0206,"WET",5.21666666666667,0.0918333333333333,"Clayey sand"
"QDASEQ0003","QLD",20210325,"Moraceae",-27.39112,152.8767,2021-03-25 09:22:24,24,1143.2,18.5291,32.449,4.70782,20.0206,"WET",5.21666666666667,0.0918333333333333,"Clayey sand"
"QDASEQ0003","QLD",20210325,"Myrtaceae",-27.39112,152.8767,2021-03-25 09:22:24,708,1143.2,18.5291,32.449,4.70782,20.0206,"WET",5.21666666666667,0.0918333333333333,"Clayey sand"
"QDASEQ0003","QLD",20210325,"Ochnaceae",-27.39112,152.8767,2021-03-25 09:22:24,4,1143.2,18.5291,32.449,4.70782,20.0206,"WET",5.21666666666667,0.0918333333333333,"Clayey sand"
"QDASEQ0003","QLD",20210325,"Oleaceae",-27.39112,152.8767,2021-03-25 09:22:24,6,1143.2,18.5291,32.449,4.70782,20.0206,"WET",5.21666666666667,0.0918333333333333,"Clayey sand"
"QDASEQ0003","QLD",20210325,"Oxalidaceae",-27.39112,152.8767,2021-03-25 09:22:24,1,1143.2,18.5291,32.449,4.70782,20.0206,"WET",5.21666666666667,0.0918333333333333,"Clayey sand"
"QDASEQ0003","QLD",20210325,"Passifloraceae",-27.39112,152.8767,2021-03-25 09:22:24,1,1143.2,18.5291,32.449,4.70782,20.0206,"WET",5.21666666666667,0.0918333333333333,"Clayey sand"
"QDASEQ0003","QLD",20210325,"Phyllanthaceae",-27.39112,152.8767,2021-03-25 09:22:24,1,1143.2,18.5291,32.449,4.70782,20.0206,"WET",5.21666666666667,0.0918333333333333,"Clayey sand"
"QDASEQ0003","QLD",20210325,"Poaceae",-27.39112,152.8767,2021-03-25 09:22:24,163,1143.2,18.5291,32.449,4.70782,20.0206,"WET",5.21666666666667,0.0918333333333333,"Clayey sand"
"QDASEQ0003","QLD",20210325,"Primulaceae",-27.39112,152.8767,2021-03-25 09:22:24,10,1143.2,18.5291,32.449,4.70782,20.0206,"WET",5.21666666666667,0.0918333333333333,"Clayey sand"
"QDASEQ0003","QLD",20210325,"Rhamnaceae",-27.39112,152.8767,2021-03-25 09:22:24,147,1143.2,18.5291,32.449,4.70782,20.0206,"WET",5.21666666666667,0.0918333333333333,"Clayey sand"
"QDASEQ0003","QLD",20210325,"Rubiaceae",-27.39112,152.8767,2021-03-25 09:22:24,99,1143.2,18.5291,32.449,4.70782,20.0206,"WET",5.21666666666667,0.0918333333333333,"Clayey sand"
"QDASEQ0003","QLD",20210325,"Sapindaceae",-27.39112,152.8767,2021-03-25 09:22:24,146,1143.2,18.5291,32.449,4.70782,20.0206,"WET",5.21666666666667,0.0918333333333333,"Clayey sand"
"QDASEQ0003","QLD",20210325,"Verbenaceae",-27.39112,152.8767,2021-03-25 09:22:24,4,1143.2,18.5291,32.449,4.70782,20.0206,"WET",5.21666666666667,0.0918333333333333,"Clayey sand"
"QDASEQ0004","QLD",20210326,"Apocynaceae",-27.39006,152.8758,2021-03-26 17:15:44,37,1143.2,18.5291,32.449,4.70782,20.0206,"WET",6.16666666666667,0.104666666666667,"Loamy sand& Medium clay"
"QDASEQ0004","QLD",20210326,"Arecaceae",-27.39006,152.8758,2021-03-26 17:15:44,1,1143.2,18.5291,32.449,4.70782,20.0206,"WET",6.16666666666667,0.104666666666667,"Loamy sand& Medium clay"
"QDASEQ0004","QLD",20210326,"Asparagaceae",-27.39006,152.8758,2021-03-26 17:15:44,119,1143.2,18.5291,32.449,4.70782,20.0206,"WET",6.16666666666667,0.104666666666667,"Loamy sand& Medium clay"
"QDASEQ0004","QLD",20210326,"Asteraceae",-27.39006,152.8758,2021-03-26 17:15:44,3,1143.2,18.5291,32.449,4.70782,20.0206,"WET",6.16666666666667,0.104666666666667,"Loamy sand& Medium clay"
"QDASEQ0004","QLD",20210326,"Bignoniaceae",-27.39006,152.8758,2021-03-26 17:15:44,7,1143.2,18.5291,32.449,4.70782,20.0206,"WET",6.16666666666667,0.104666666666667,"Loamy sand& Medium clay"
"QDASEQ0004","QLD",20210326,"Campanulaceae",-27.39006,152.8758,2021-03-26 17:15:44,3,1143.2,18.5291,32.449,4.70782,20.0206,"WET",6.16666666666667,0.104666666666667,"Loamy sand& Medium clay"
"QDASEQ0004","QLD",20210326,"Cannabaceae",-27.39006,152.8758,2021-03-26 17:15:44,3,1143.2,18.5291,32.449,4.70782,20.0206,"WET",6.16666666666667,0.104666666666667,"Loamy sand& Medium clay"
"QDASEQ0004","QLD",20210326,"Cyperaceae",-27.39006,152.8758,2021-03-26 17:15:44,31,1143.2,18.5291,32.449,4.70782,20.0206,"WET",6.16666666666667,0.104666666666667,"Loamy sand& Medium clay"
"QDASEQ0004","QLD",20210326,"Fabaceae",-27.39006,152.8758,2021-03-26 17:15:44,356,1143.2,18.5291,32.449,4.70782,20.0206,"WET",6.16666666666667,0.104666666666667,"Loamy sand& Medium clay"
"QDASEQ0004","QLD",20210326,"Hemerocallidaceae",-27.39006,152.8758,2021-03-26 17:15:44,2,1143.2,18.5291,32.449,4.70782,20.0206,"WET",6.16666666666667,0.104666666666667,"Loamy sand& Medium clay"
"QDASEQ0004","QLD",20210326,"Lamiaceae",-27.39006,152.8758,2021-03-26 17:15:44,2,1143.2,18.5291,32.449,4.70782,20.0206,"WET",6.16666666666667,0.104666666666667,"Loamy sand& Medium clay"
"QDASEQ0004","QLD",20210326,"Lauraceae",-27.39006,152.8758,2021-03-26 17:15:44,10,1143.2,18.5291,32.449,4.70782,20.0206,"WET",6.16666666666667,0.104666666666667,"Loamy sand& Medium clay"
"QDASEQ0004","QLD",20210326,"Menispermaceae",-27.39006,152.8758,2021-03-26 17:15:44,1,1143.2,18.5291,32.449,4.70782,20.0206,"WET",6.16666666666667,0.104666666666667,"Loamy sand& Medium clay"
"QDASEQ0004","QLD",20210326,"Moraceae",-27.39006,152.8758,2021-03-26 17:15:44,33,1143.2,18.5291,32.449,4.70782,20.0206,"WET",6.16666666666667,0.104666666666667,"Loamy sand& Medium clay"
"QDASEQ0004","QLD",20210326,"Myrtaceae",-27.39006,152.8758,2021-03-26 17:15:44,727,1143.2,18.5291,32.449,4.70782,20.0206,"WET",6.16666666666667,0.104666666666667,"Loamy sand& Medium clay"
"QDASEQ0004","QLD",20210326,"Ochnaceae",-27.39006,152.8758,2021-03-26 17:15:44,13,1143.2,18.5291,32.449,4.70782,20.0206,"WET",6.16666666666667,0.104666666666667,"Loamy sand& Medium clay"
"QDASEQ0004","QLD",20210326,"Passifloraceae",-27.39006,152.8758,2021-03-26 17:15:44,1,1143.2,18.5291,32.449,4.70782,20.0206,"WET",6.16666666666667,0.104666666666667,"Loamy sand& Medium clay"
"QDASEQ0004","QLD",20210326,"Phyllanthaceae",-27.39006,152.8758,2021-03-26 17:15:44,8,1143.2,18.5291,32.449,4.70782,20.0206,"WET",6.16666666666667,0.104666666666667,"Loamy sand& Medium clay"
"QDASEQ0004","QLD",20210326,"Poaceae",-27.39006,152.8758,2021-03-26 17:15:44,168,1143.2,18.5291,32.449,4.70782,20.0206,"WET",6.16666666666667,0.104666666666667,"Loamy sand& Medium clay"
"QDASEQ0004","QLD",20210326,"Primulaceae",-27.39006,152.8758,2021-03-26 17:15:44,36,1143.2,18.5291,32.449,4.70782,20.0206,"WET",6.16666666666667,0.104666666666667,"Loamy sand& Medium clay"
"QDASEQ0004","QLD",20210326,"Proteaceae",-27.39006,152.8758,2021-03-26 17:15:44,2,1143.2,18.5291,32.449,4.70782,20.0206,"WET",6.16666666666667,0.104666666666667,"Loamy sand& Medium clay"
"QDASEQ0004","QLD",20210326,"Pteridaceae",-27.39006,152.8758,2021-03-26 17:15:44,1,1143.2,18.5291,32.449,4.70782,20.0206,"WET",6.16666666666667,0.104666666666667,"Loamy sand& Medium clay"
"QDASEQ0004","QLD",20210326,"Rhamnaceae",-27.39006,152.8758,2021-03-26 17:15:44,111,1143.2,18.5291,32.449,4.70782,20.0206,"WET",6.16666666666667,0.104666666666667,"Loamy sand& Medium clay"
"QDASEQ0004","QLD",20210326,"Rubiaceae",-27.39006,152.8758,2021-03-26 17:15:44,82,1143.2,18.5291,32.449,4.70782,20.0206,"WET",6.16666666666667,0.104666666666667,"Loamy sand& Medium clay"
"QDASEQ0004","QLD",20210326,"Sapindaceae",-27.39006,152.8758,2021-03-26 17:15:44,84,1143.2,18.5291,32.449,4.70782,20.0206,"WET",6.16666666666667,0.104666666666667,"Loamy sand& Medium clay"
"QDASEQ0004","QLD",20210326,"Smilacaceae",-27.39006,152.8758,2021-03-26 17:15:44,2,1143.2,18.5291,32.449,4.70782,20.0206,"WET",6.16666666666667,0.104666666666667,"Loamy sand& Medium clay"
